task,penetration
Advise participants in use of heat or ultraviolet treatments and hot baths.,0.0
Advise passengers to be seated and orderly while on vehicles.,0.0
Advise patients about recommended courses of treatment.,0.0
Advise patients about therapeutic exercise and nutritional medicine regimens.,0.0
Advise patients about treatments and foot care techniques necessary for prevention of future problems.,0.0
"Advise patients and community members concerning diet, activity, hygiene, and disease prevention.",0.0
"Advise patients and community members concerning diet, activity, hygiene, or disease prevention.",0.0
"Advise patients and their families on nutritional principles, dietary plans, diet modifications, and food selection and preparation.",0.0
"Advise patients, parents or guardians, and community members concerning diet, activity, hygiene, and disease prevention.",0.0
Advise patrons with chronic or potentially contagious scalp conditions to seek medical treatment.,0.0
"Advise personnel about traffic problems, such as construction areas, accidents, congestion, weather conditions, or other hazards.",0.0
Advise pet owners on how to care for their pets' health.,0.0
"Advise planning officials on project feasibility, cost-effectiveness, regulatory conformance, or possible alternatives.",0.0
Advise political science students.,0.0
Advise producers about improved products and techniques that could enhance their animal production efforts.,0.0
"Advise project teams on subjects such as premarket regulatory requirements, export and labeling requirements, or clinical study compliance issues.",0.0
Advise retail establishments on development of loss-investigation procedures.,0.0
"Advise retail managers on compliance with applicable codes, laws, regulations, or standards.",0.0
Advise sales and billing departments of transportation charges for customers' accounts.,0.0
Advise sellers on how to make homes more appealing to potential buyers.,0.0
Advise ships' masters on harbor rules and customs procedures.,0.0
Advise staff of individuals' qualifications.,0.0
Advise students on academic and vocational curricula and career issues.,0.7513
Advise students on academic and vocational curricula and on career issues.,0.7735
"Advise students on academic and vocational curricula, and on career issues.",0.8157
"Advise students on academic and vocational curricula, career issues, and laboratory and field research.",1.0
"Advise students on course selection, career decisions, and other academic and vocational concerns.",0.0
"Advise students on internships, prospective employers, and job placement services.",0.0
"Advise students on issues such as course selection, progress toward graduation, and career decisions.",0.0
Advise surgeon of a patient's risk status and recommend appropriate intervention to minimize risk.,0.0
"Advise teaching and administrative staff in curriculum development, use of materials and equipment, and implementation of state and federal programs and procedures.",0.0
Advise technical professionals on the development or use of environmental compliance or reporting tools.,0.0
Advocate for accessible health care that minimizes environmental health risks.,0.0
Advocate for clients or patients to resolve crises.,0.0
"Advocate for end users in collaboration with other professionals, including engineers, designers, managers, or customers.",0.0
Advocate for individual or community health needs with government agencies or health service providers.,0.0
"Advocate for new schools to be built, or for existing facilities to be repaired or remodeled.",0.0
"Advocate for patients' and families' needs, or provide emotional support for patients and their families.",0.0
"Advocate sustainability to community groups, government agencies, the general public, or special interest groups.",0.0
"Affix identifying information to materials or products, using hand tools.",0.0
"Affix postage to packages or letters by hand, or stamp materials, using postage meters.",0.0
Agree on buying or selling prices at optimal levels for clients.,0.0
"Aid in planning work assignments in accordance with worker performance, machine capacity, production schedules, or anticipated delays.",0.0
Aid patients in becoming accustomed to hospital routine.,0.0
Aid patients in dressing and grooming themselves.,0.0
"Aid patients in performing tasks, such as bathing or keeping beds, clothing, or living areas clean.",0.0
Alert airport emergency services in cases of emergency or when aircraft are experiencing difficulties.,0.0
